Language name,Alternate language names,Country,Region,Resource Title,Resource URL,Resource type,,,,,,,,
Philippine Hybrid Hokkien,,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Porohanon,,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Sambal,,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Surigaonon,,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Tausug,Bahasa Sūg,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Waray,,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Sama,"Sinama, Bahasa Bajau","Philippines, Malaysia, Indonesia",Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,,,,,,,,
Tashelhiyt,"Shilha, Tachelhit Tamazight, Shilha ""Berber""",Morocco,Africa,Prevention video,https://www.facebook.com/story.php?story_fbid=10218891665915708&amp,id=1624236347&amp,anchor_composer=false&amp,ref=content_filter,Video,,,,,
Tarifit,"Riffian Tamazight, Tmaziɣt, Riffian ""Berber""","Morocco, Algeria",Africa,Prevention video,https://www.facebook.com/story.php?story_fbid=10218891665915708&amp,id=1624236347&amp,anchor_composer=false&amp,ref=content_filter,Video,,,,,
Mapuche,Mapudungun,"Argentina, Chile",South America,Informational video,https://www.facebook.com/tono.lefi/videos/10158035130652264/,Video,,,,,,,,
Huarijio,Guarijío,Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/VientosTV/videos/1115770312104097/,Video,,,,,,,,
Tseltal,Tzeltal,Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/VientosTV/videos/3356767234340667/,Video,,,,,,,,
Yucatec Maya,"mayaʼ tʼàan, maayat'aan",Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/VientosTV/videos/518142935562195/,Video,,,,,,,,
Yaqui,"Jiak Noki, Yoem Noki, Yoeme",Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/VientosTV/videos/559528301329297/,Video,,,,,,,,
Tojolabal,,Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/VientosTV/videos/567106750827214/,Video,,,,,,,,
Kaqchikel Maya,"Kakchikel, Kakchiquel","Guatemala, Mexico",Mexico-Central America-Caribbean,Information video,https://www.facebook.com/watch/?v=1178715475792725,Video,,,,,,,,
K'iche',Kiche,Guatemala,Mexico-Central America-Caribbean,Symptoms video,https://www.facebook.com/watch/?v=201205094473825,Video,,,,,,,,
Fulfulde,"Pulaar, Fula, Fulani, Peul","Senegal, Gambia, Guinea, Nigeria, Cameroon, Sudan",Africa,Prevention video from US Embassy in Cameroon,https://www.facebook.com/watch/?v=2545972268840551,Video,,,,,,,,
K'iche',Kiche,Guatemala,Mexico-Central America-Caribbean,Prevention video,https://www.facebook.com/watch/?v=255970415411582,Video,,,,,,,,
Louisiana Creole,"kréyol la lwizyàn, Kouri-Vini",US,North America,Informational video,https://www.facebook.com/watch/?v=2588764751366535,Video,,,,,,,,
Burmese,မြန်မာဘာသာ,Myanmar,Southeast Asia,Govt of Myanmar info video,https://www.facebook.com/watch/?v=2661289564196184,Video,,,,,,,,
East Slovak Romani,romanes,Slovakia,Europe,Slovakia Healthy Regions video,https://www.facebook.com/watch/?v=318486525779594,Video,,,,,,,,
Otomi,Hñähñu,Mexico,Mexico-Central America-Caribbean,Prevention video (Otomi de la Sierra variety),https://www.facebook.com/watch/?v=613577692525734,Video,,,,,,,,
Penang Hokkien,"檳城福建話,  Pin-siânn Hok-kiàn-uā",Malaysia,Southeast Asia,Information and prevention video,https://www.facebook.com/watch/?v=697580244404134,Video,,,,,,,,
Tz'utujil,,Guatemala,Mexico-Central America-Caribbean,Symptoms video,https://www.facebook.com/watch/?v=909284116157062,Video,,,,,,,,
Lule Saami,"Lulesamisk, julevsámegiella","Sweden, Norway",Europe,NIPH fact sheet,https://www.fhi.no/contentassets/37298bcaf6724377b68018cfd7db4309/vedlegg/lulesamisk_generell-informasjon-korona.pdf?fbclid=IwAR3JzvL1D7DTaGNpSO4HvfFvX_xahgt4EGB2QmJaiGTM8emUoZ5yyB6i-es,,,,,,,,,
Lule Saami,"Lulesamisk, julevsámegiella","Sweden, Norway",Europe,Folkhälsomyndigheten (Swedish Public Health Authority) fact sheet,https://www.folkhalsomyndigheten.se/contentassets/a3ef104aac204dac8370b26574a8d543/faktablad-covid-19-lulesamiska.pdf?fbclid=IwAR2saN1BZqeTa7cADxGRLkRVi4HzZH7oR5Rf9wjhJjZINRrbvTMaq52BdrU,,,,,,,,,
Lule Saami,"Lulesamisk, julevsámegiella","Sweden, Norway",Europe,General information page,https://www.hamaroy.kommune.no/koronaviruset-paa-lulesamisk.524336.no.html,Web page,,,,,,,,
Indonesian,bahasa indonesia,Indonesia,Pacific, NZ Ministry of Health public gathering guide,https://www.health.govt.nz/system/files/documents/pages/advice-for-public-events-and-mass-gatherings-covid-19-5march2020_indones.pdf,Document,,,,,,,,
Indonesian,bahasa indonesia,Indonesia,Pacific,NZ Ministry of Health self-quarantine advice,https://www.health.govt.nz/system/files/documents/pages/self-isolation-covid-19-3march2020_indonesian.pdf,Document,,,,,,,,
Greek,Ελληνικά,Greece,Europe,NSW Health Dept symptoms poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/covid-19-seek-help-greek.pdf,Document,,,,,,,,
Indonesian,bahasa indonesia,Indonesia,Pacific,NSW Govt symptoms poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/covid-19-seek-help-indonesian.pdf,Document,,,,,,,,
Khmer,ភាសាខ្មែរ,"Cambodia, Thailand, Vietnam",Southeast Asia,NSW Health Dept symptoms poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/covid-19-seek-help-khmer.pdf,Document,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa",NSW Govt symptoms poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/covid-19-seek-help-portuguese.pdf,Document,,,,,,,,
Thai,ภาษาไทย,Thailand,Southeast Asia,NSW Health Dept symptoms poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/covid-19-seek-help-thai.pdf,Document,,,,,,,,
"Tibetan, Standard","བོད་སྐད་, Bod skad, Böké",Tibet,East Asia,NSW government &ldquo,stop the spread&rdquo, poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/stop-the-spread-tibetan.pdf,Document,,,,,,
Indonesian,bahasa indonesia,Indonesia,Pacific,Victoria DHHS announcement,https://www.health.nsw.gov.au/Infectious/diseases/Pages/coronavirus-faqs-ms.aspx,Document,,,,,,,,
Thai,ภาษาไทย,Thailand,Southeast Asia,NSW Health Dept. FAQ,https://www.health.nsw.gov.au/Infectious/diseases/Pages/coronavirus-faqs-th.aspx,Document,,,,,,,,
Amharic,አማርኛ,Ethiopia,Africa,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicsamharic.pdf,Document,,,,,,,,
Arabic,العربية,Arabic (العربية):,Near East,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicsarabic.pdf,Document,,,,,,,,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicshmong.pdf,Document,,,,,,,,
Karen,,Myanmar,Southeast Asia,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicskaren.pdf,Document,,,,,,,,
Oromo,Afaan Oromoo,"Ethiopia, Kenya",Africa,MN Dept. of Health info sheet,https://www.health.state.mn.us/diseases/coronavirus/materials/basicsoromo.pdf,Document,,,,,,,,
Russian,русский,Russia,Europe,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicsrussian.pdf,Document,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicssomali.pdf,Document,,,,,,,,
Lule Saami,"Lulesamisk, julevsámegiella","Sweden, Norway",Europe,Helsedirektoratet (Norwegian Public Health Authority) prevention poster,https://www.helsedirektoratet.no/tema/beredskap-og-krisehandtering/koronavirus/plakater-og-informasjonsmateriell/20200324_hygieneplakat_lulesamisk.pdf/_/attachment/inline/f63cf7c7-c006-47d9-8cde-18648d372bfa:b83650d6d32f6355c20fc2ae2d3376fdbfc2e005/20200324_hygieneplakat_lulesamisk.pdf,Document,,,,,,,,
Faroese,føroyskt,Denmark,Europe,Faroe Islands Ministry of Health site,https://www.hmr.fo/fo/,Web page,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa","Facts, Symptoms, prevention infographic",https://www.hospitalsiriolibanes.org.br/coronavirus/Documents/infografico-corona.pdf,Image/poster,,,,,,,,
Irish Gaelic,Gaeilge,Ireland,Europe,Bilingual info poster (Irish/English),https://www.hse.ie/eng/services/news/newsfeatures/covid19-updates/partner-resources/covid-19-a3-bilingual-poster.pdf,,,,,,,,,
Efik,,Nigeria,Africa,Informational video,https://www.instagram.com/p/B9_f1GWBEH9/,Video,,,,,,,,
Acholi,"Acoli, Lwo","Uganda, South Sudan",Africa,Fact sheet from Maine CDC ,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Acholi_Final.pdf,Document,,,,,,,,
Haitian Creole,kreyòl ayisyen,Haiti,Mexico-Central America-Caribbean,Maine CDC information sheet,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Haitian_Final.pdf,Document,,,,,,,,
Khmer,ភាសាខ្មែរ,"Cambodia, Thailand, Vietnam",Southeast Asia,Maine CDC fact sheet,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Khmer_Final.pdf,Document,,,,,,,,
Kirundi,,"Burundi, DRC, Uganda, Tanzania",Africa,Maine CDC fact sheet,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Kirundi_Final.pdf,Document,,,,,,,,
Lingala,,"DR Congo, Republic of Congo, Central African Republic, Angola",Africa,Maine CDC fact sheet,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Lingala_Final.pdf,Document,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa",Maine CDC fact sheet,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Portuguese_Final.pdf,Document,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,Maine CDC fact sheet,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Somali_Final.pdf,Document,,,,,,,,
Haitian Creole,kreyòl ayisyen,Haiti,Mexico-Central America-Caribbean,Massachusetts Dept. of Public Health prevention guide,https://www.mass.gov/doc/anpeche-jem-yo-simaye/download,,,,,,,,,
Bora,Meamuyna,"Peru, Colombia",South America,Audio message from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/AUDIO  end Lengua Bora.mp3,Audio,,,,,,,,
Cubeo,"Cuevo, Pamiwa",Colombia,South America,Information audio from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Audio lengua cubeo end.mp3,Audio,,,,,,,,
Arhuaco,"Ikʉ, Arhuaca",Colombia,South America,Mincultura audio message,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Audio Lengua Iku o Arhuaca end.mp3,Audio,,,,,,,,
Wayuu,"Wayunaiki, Wayuunaiki","Colombia, Venezuela",South America,Mincultura audio message,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Audio Lengua Wayunaiki end.mp3,Audio,,,,,,,,
Bora,Meamuyna,"Peru, Colombia",South America,Information sheet from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Covid-19 Bora isabel Ruiz.docx,Document,,,,,,,,
Inga Kichwa,Ingano,Colombia,South America,Information sheet from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Lengua Inga.docx,Document,,,,,,,,
Nasa Yuwe,Páez,Colombia,South America,Information audio from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Lengua Nasayuwe  Audio end.mp3,Audio,,,,,,,,
Palenquero,"Palenque, Palenkero, Palenquera",Colombia,South America,Mincultura audio message,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Lengua Palenquera end.mp3,Audio,,,,,,,,
Romani o Gitana,Caló,"Colombia, Spain",South America,Caro y Cuervo audio guidelines,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/lengua Romani o Gitana Audio End.mp3,Audio,,,,,,,,
Nasa Yuwe,Páez,Colombia,South America,Information sheet from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Traducci%c3%b3n Lengua Nasayuwe.docx,Document,,,,,,,,
Palenquero,"Palenque, Palenkero, Palenquera",Colombia,South America,Mincultura information sheet,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Traducci%c3%b3n Lengua Palenquera.pdf,Document,,,,,,,,
Arhuaco,"Ikʉ, Arhuaca",Colombia,South America,Mincultura information sheet,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Traducci%c3%b3n Lengua Tikuna.pdf,Document,,,,,,,,
Ticuna,"Duüxügu, Tikuna","Colombia, Brazil, Peru",South America,Mincultura information sheet,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Traducci%c3%b3n Lengua Tikuna.pdf,Document,,,,,,,,
Murui Huitoto,Witoto,"Colombia, Peru",South America,Info sheet from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Traducci%c3%b3n Lengua Witoto.docx,Document,,,,,,,,
Pa'O,"Pa-O, Black Karen, White Karen",Myanmar,Southeast Asia,MRTV information video,https://www.mrtv.gov.mm/mm/news-68918,Video,,,,,,,,
Danu,Intha-Danu,Myanmar,Southeast Asia,MRTV information video,https://www.mrtv.gov.mm/mm/news-68919,Video,,,,,,,,
Wa,"Va, Parauk, Vo, Awa","Myanmar, China, Laos, Thailand","Southeast Asia, East Asia",MRTV information video,https://www.mrtv.gov.mm/mm/news-68968,Video,,,,,,,,
Shan,ရှမ်းဘာသာ,Myanmar,Southeast Asia,MRTV information video,https://www.mrtv.gov.mm/mm/news-68970,Video,,,,,,,,
Rakhine,"ရခိုင်ဘာသာ, Arakanese",Myanmar,Southeast Asia,MRTV information video,https://www.mrtv.gov.mm/mm/news-68971,Video,,,,,,,,
Mon,"ဘာသာ မန်, မွန်ဘာသာ","Myanmar, Thailand",Southeast Asia,MRTV information video,https://www.mrtv.gov.mm/mm/news-68972,Video,,,,,,,,
Mün Chin,K'cho,Myanmar,Southeast Asia,MRTV information video,https://www.mrtv.gov.mm/mm/news-68973,Video,,,,,,,,
Falam Chin,"Lai, Laiṭawng",Myanmar,Southeast Asia,"MRTV informational video, Laizo variety",https://www.mrtv.gov.mm/mm/news-68974,Video,,,,,,,,
Eastern Pwo Karen,"Phlou, Po Kayin",Myanmar,Southeast Asia,MRTV informational video,https://www.mrtv.gov.mm/mm/news-68975,Video,,,,,,,,
Western Pwo Karen,Po Kayin,Myanmar,Southeast Asia,MRTV informational video,https://www.mrtv.gov.mm/mm/news-68976,Video,,,,,,,,
S'gaw Karen,"ကညီကျိာ်, Sagaw Kayin",Myanmar,Southeast Asia,MRTV informational video,https://www.mrtv.gov.mm/mm/news-68977,Video,,,,,,,,
Kayah,"Red Karen, Karenni",Myanmar,Southeast Asia,MRTV informational video,https://www.mrtv.gov.mm/mm/news-68978,Video,,,,,,,,
Jinghpaw,"Jingpho, Kachin, ကချင်ဘာသာ",Myanmar,Southeast Asia,MRTV info video,https://www.mrtv.gov.mm/mm/news-68979,Video,,,,,,,,
American Sign Language,ASL,US,North America,National Association of the Deaf,https://www.nad.org/2020/03/12/coronavirus/,,,,,,,,,
Hungarian,magyar nyelv,Hungary,Europe,Hungarian government site,https://www.nnk.gov.hu/,Web page,,,,,,,,
Q'anjob'al,,Guatemala,Mexico-Central America-Caribbean,Prevention poster,https://www.palmbeachschools.org/UserFiles/Servers/Server_270532/File/Covid19/Mayan/POSTER Q'ANJOB'AL.PDF,Image/poster,,,,,,,,
Kaqchikel Maya,"Kakchikel, Kakchiquel","Guatemala, Mexico",Mexico-Central America-Caribbean,Prevention poster,https://www.palmbeachschools.org/UserFiles/Servers/Server_270532/File/Covid19/Mayan/POSTER-KAQCHIKEL.PDF,Image/poster,,,,,,,,
K'iche',Kiche,Guatemala,Mexico-Central America-Caribbean,Prevention poster,https://www.palmbeachschools.org/UserFiles/Servers/Server_270532/File/Covid19/Mayan/POSTER-K'ICHE'.PDF,Image/poster,,,,,,,,
 Xinca,Xinka,"Guatemala, Honduras, El Salvador",Mexico-Central America-Caribbean,Prevention poster,https://www.palmbeachschools.org/UserFiles/Servers/Server_270532/File/Covid19/Mayan/POSTER-XINKA.PDF,Image/poster,,,,,,,,
Rohingya,,Myanmar,Southeast Asia,Informational video,https://www.rohingyamedics.org/coronavirus-global-health-emergency-public-health-education-in-rohingya/,Video,,,,,,,,
Dënësųłinë́,"Denesuline, ᑌᓀᓱᒼᕄᓀ, Chipewyan",Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/DAM/DAM-ISC-SAC/DAM-HLTH/STAGING/texte-text/covid-19_psa_denesuline_1585062916370_eng.pdf,Document,,,,,,,,
Innu-aimun,,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
"Inuktitut, North Baffin",,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
"Inuktitut, South Baffin",ᕿᑭᖅᑖᓗᒃ ᓂᒋᐊᓂ,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Inuttitut,Nunatsiavummiutut,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Michif,Métchif,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Mi'kmaq,Mikmaq,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
"Ojibwe, Western",ᓇᐦᑲᐌᒧᐎᓐ / Nakawēmowin,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Oji-Cree,ᐊᓂᐦᔑᓂᓃᒧᐏᐣ ,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Plains Cree,"ᓀᐦᐃᔭᐍᐏᐣ, nēhiyawēwin",Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Swampy Cree,"ᓀᐦᐃᓇᐍᐏᐣ, Nêhinawêwin",Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Woods Cree,"ᓀᐦᐃᖬᐍᐏᐣ, Nīhithawīwin",Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Blackfoot,"ᓱᖽᐧᖿ, Siksiká","Canada, US",North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Mohawk,Kanien'kéha,"Canada, US",North America,Public Health Agency Canada announcement (eastern dialect),https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Mohawk,Kanien'kéha,"Canada, US",North America,Public Health Agency Canada announcement (western dialect),https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
"Ojibwe, Eastern",Nishnaabemwin,"Canada, US",North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,,,,,,,,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT protect yourself graphic,https://www.tpt.org/content/uploads/2020/03/protect-yourself-hmong-final.png,Image/poster,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,TPT protect yourself graphic,https://www.tpt.org/content/uploads/2020/03/protect-yourself-somali-final-proof.png,Image/poster,,,,,,,,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT social distancing graphic,https://www.tpt.org/content/uploads/2020/03/social-distancing-hmong.jpg,Image/poster,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,TPT social distancing graphic,https://www.tpt.org/content/uploads/2020/03/social-distancing-somali.jpg,Image/poster,,,,,,,,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT travel restrictions graphic,https://www.tpt.org/content/uploads/2020/03/travel-health-notices-hmong-final.png,Image/poster,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,TPT travel restrictions graphic,https://www.tpt.org/content/uploads/2020/03/travel-health-notices-somali-final.png,Image/poster,,,,,,,,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT hand washing graphic,https://www.tpt.org/content/uploads/2020/03/wash-hands-hmong-final.png,Image/poster,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,TPT hand washing graphic,https://www.tpt.org/content/uploads/2020/03/wash-hands-somali-final.png,Image/poster,,,,,,,,
Dari,دری,Afghanistan,Near East,UNICEF how to talk to your children about COVID-19,https://www.unicef.org/afghanistan/media/4526/file/How to talk with your children-Dari version .pdf,Document,,,,,,,,
Northern Sami,davvisámegiella,"Finland, Norway, Sweden",Europe,Utsjoki government info sheet,https://www.utsjoki.fi/se/news-article/doaibmarava-koronavirus-covid-19-infeksuvdnaeahpadusas-ohcejoga-gieldda-olbmuide/?fbclid=IwAR1vDkIujvkS2EkJ1aQojLp-wFobm34vGocxDgSWPExpDOOdaasSw5t2mSg,,,,,,,,,
French,français,,"Europe, Africa, North America",WHO page,https://www.who.int/fr/emergencies/diseases/novel-coronavirus-2019,Web page,,,,,,,,
Russian,русский,Russia,Europe,WHO page,https://www.who.int/ru/emergencies/diseases/novel-coronavirus-2019,Web page,,,,,,,,
Cantonese,廣東話,"China, Hong Kong",East Asia,British Columbia PHSA informational videos,https://www.youtube.com/playlist?list=PLcE0nANeV5MoT77IV8_vjPb4ejWjS1sgY,Video,,,,,,,,
Mandarin Chinese,中文,China,East Asia,British Columbia PHSA informational videos,https://www.youtube.com/playlist?list=PLcE0nANeV5MqmYtzgviDxgGdVZguwDj2-,Video,,,,,,,,
Samoan,Gagana faʻa Sāmoa,Samoa,Pacific,NZ Prime Minister press conferences,https://www.youtube.com/playlist?list=PLvwEBGntcGmE9Iw0BkxeMcBLV-W550KrY,Video,,,,,,,,
Tokelauan,,"Tokelau, New Zealand",Pacific,NZ Prime Minister press conferences,https://www.youtube.com/playlist?list=PLvwEBGntcGmFas-_CoZd6mLUdrIETZbGB,Video,,,,,,,,
Tongan,lea fakatonga,Tonga,Pacific,NZ Prime Minister press conferences,https://www.youtube.com/playlist?list=PLvwEBGntcGmGaF9KjIiXpdThC1UbsYVXT,Video,,,,,,,,
Fijian,Na vosa vaka-Viti,Fiji,Pacific,NZ Prime Minister press conferences,https://www.youtube.com/playlist?list=PLvwEBGntcGmGn4yLFH-M_ixmt-k1YbLaS,Video,,,,,,,,
Cook Island Māori,,"Cook Islands, New Zealand",Pacific,NZ Prime Minister press conferences,https://www.youtube.com/playlist?list=PLvwEBGntcGmHfV4ABmnq7Q0eyuONcaFNd,Video,,,,,,,,
Māori,,New Zealand,Pacific,NZ Prime Minister press conferences,https://www.youtube.com/playlist?list=PLvwEBGntcGmHr4tZoubuQwho0yZtoMh3N,Video,,,,,,,,
American Sign Language,ASL,US,North America,CDC prevention tips,https://www.youtube.com/watch?time_continue=1&amp,v=CkbqWxtLe3E&amp,feature=emb_logo,Video,,,,,,
Navajo,Diné Bizaad,US,North America,Winslow Indian Healthcare Center info video,https://www.youtube.com/watch?v=_14y4f93D_U&amp,authuser=4,Video,,,,,,,
Munken,,Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=0bU6TTMPSbg,Video,,,,,,,,
Tseltal,Tzeltal,Mexico,Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=0FwOaANDE7I,Video,,,,,,,,
Doteli,"डोटेली, Dotyali, Dotali",Nepal,South Asia,Prevention and information video based on WHO guidelines,https://www.youtube.com/watch?v=0ICNDLWX0Fo&amp,feature=youtu.be,Video,,,,,,,
Pashto,پښتو,"Afghanistan, Pakistan",Near East,Refugee Response info video,https://www.youtube.com/watch?v=0KKymmoU3v8&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=2,Video,,,,,,
Kunwinjku,Bininj Gun-Wok,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=0XDAODpR8AY,Video,,,,,,,,
"Ndebele, Southern",isiNdebele,South Africa,Africa,Prevention video,https://www.youtube.com/watch?v=17yejgSByRk,Video,,,,,,,,
American Sign Language,ASL,US,North America,Denver informational video,https://www.youtube.com/watch?v=1HckmlFiPAI&amp,feature=emb_logo,Video,,,,,,,
Pintupi-Luritja,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=2chdpftu88U,Video,,,,,,,,
Anmatyerr,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=51uJykbvVSY,Video,,,,,,,,
Tektiteko,"B'a'aj, Teco, Kʼontiʼl, Qyool",Guatemala,Mexico-Central America-Caribbean,Information video,https://www.youtube.com/watch?v=5vaXEy6DXy8,Video,,,,,,,,
Nuer,Thok Naath,"South Sudan, Ethiopia",Africa,How to stop the spread video,https://www.youtube.com/watch?v=61zDW_4wmfI&amp,list=PL6XsN1SNHIDDUQ4xDwC6KMJKe6gcz8h4-&amp,index=29&amp,t=0s,Video,,,,,
Shina,ݜݨیاٗ,"Pakistan, India",South Asia,Prevention and information audio message from Khyber Pakhtunkhwa govt,https://www.youtube.com/watch?v=6wCiB6vL4Rc&amp,feature=youtu.be,Video,,,,,,,
Aghem,"Wum, Yum",Cameroon,Africa,How to make hand sanitizer video,https://www.youtube.com/watch?v=6WqTkwVISkk,Video,,,,,,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,What to do if sick video,https://www.youtube.com/watch?v=7-t4z2i3BOA,Video,,,,,,,,
Moloko,Məlokwo,Cameroon,Africa,Information and prevention video from VirALLanguages,https://www.youtube.com/watch?v=8HftCoiCIvo,Video,,,,,,,,
